"Nom de la borne de recharge","Nom du parc","Adresse","Rue","Suite","Ville","Province","Code Postal","Région","Niveau de recharge","Latitude","Longitude","Coût","Mode de tarification","Type d’emplacement","Puissance (kW)"
"CEA-12464","8039 | BSR | SO | 5239 St-Ambroise","5239 St-Ambroise Montréal QC H4C 2E9","5239 St-Ambroise",,"Montréal","QC","H4C 2E9","Montréal","Niveau 2",45.467924,-73.5929,1,"par heure","",7.2
"CEA-12573","8040 | BSR | SO | 850 des Seigneurs","850 des Seigneurs Montréal QC H3J 1Y5","850 des Seigneurs",,"Montréal","QC","H3J 1Y5","Montréal","Niveau 2",45.490222,-73.574478,1,"par heure","sur rue",7.2
"CEA-12532","8040 | BSR | SO | 850 des Seigneurs","850 des Seigneurs Montréal QC H3J 1Y5","850 des Seigneurs",,"Montréal","QC","H3J 1Y5","Montréal","Niveau 2",45.490222,-73.574478,1,"par heure","sur rue",7.2
"CEA-11851","8041 | BSR | SO | 735 Marin","735 Marin Montréal QC H4C 2G9","735 Marin",,"Montréal","QC","H4C 2G9","Montréal","Niveau 2",45.483961,-73.580352,1,"par heure","sur rue",7.2
"CEA-11854","8041 | BSR | SO | 735 Marin","735 Marin Montréal QC H4C 2G9","735 Marin",,"Montréal","QC","H4C 2G9","Montréal","Niveau 2",45.483961,-73.580352,1,"par heure","sur rue",7.2
"CEA-11813","8042 | BSR | SO | 2136 Cardinal","2136 Cardinal MONTRÉAL QC H4E 3G3","2136 Cardinal",,"MONTRÉAL","QC","H4E 3G3","Montréal","Niveau 2",45.46028,-73.59336,1,"par heure","sur rue",7.2
"CEA-11850","8042 | BSR | SO | 2136 Cardinal","2136 Cardinal MONTRÉAL QC H4E 3G3","2136 Cardinal",,"MONTRÉAL","QC","H4E 3G3","Montréal","Niveau 2",45.46028,-73.59336,1,"par heure","sur rue",7.2
"CEA-13050","8043 | BSR | SO | 2606 Raudot","2606 Raudot Montréal QC H4E 3C8","2606 Raudot",,"Montréal","QC","H4E 3C8","Montréal","Niveau 2",45.447918,-73.594599,1,"par heure","sur rue",7.2
"CEA-13002","8043 | BSR | SO | 2606 Raudot","2606 Raudot Montréal QC H4E 3C8","2606 Raudot",,"Montréal","QC","H4E 3C8","Montréal","Niveau 2",45.447918,-73.594599,1,"par heure","",7.2
"CEA-13069","8044 | BSR | SO | 1546 Springland","1546 Springland Montréal QC H4E 2E1","1546 Springland",,"Montréal","QC","H4E 2E1","Montréal","Niveau 2",45.453832,-73.585596,1,"par heure","",7.2
"CEA-13061","8044 | BSR | SO | 1546 Springland","1546 Springland Montréal QC H4E 2E1","1546 Springland",,"Montréal","QC","H4E 2E1","Montréal","Niveau 2",45.453832,-73.585596,1,"par heure","",7.2
"CEA-12991","8045 | BSR | SO | 955 St-Paul","955 St-Paul Montréal QC H3C 4A8","955 St-Paul",,"Montréal","QC","H3C 4A8","Montréal","Niveau 2",45.496484,-73.561119,1,"par heure","sur rue",7.2
"CEA-13010","8045 | BSR | SO | 955 St-Paul","955 St-Paul Montréal QC H3C 4A8","955 St-Paul",,"Montréal","QC","H3C 4A8","Montréal","Niveau 2",45.496484,-73.561119,1,"par heure","sur rue",7.2
"CEA-13338","8046 | BSR | SO | 2700 Rufus-Rockhead","2700 Rufus-Rockhead Montréal QC H4C 3L8","2700 Rufus-Rockhead",,"Montréal","QC","H4C 3L8","Montréal","Niveau 2",45.479755,-73.575791,1,"par heure","",7.2
"CEA-13324","8046 | BSR | SO | 2700 Rufus-Rockhead","2700 Rufus-Rockhead Montréal QC H4C 3L8","2700 Rufus-Rockhead",,"Montréal","QC","H4C 3L8","Montréal","Niveau 2",45.479755,-73.575791,1,"par heure","",7.2
"CEA-13341","8046 | BSR | SO | 2700 Rufus-Rockhead","2700 Rufus-Rockhead Montréal QC H4C 3L8","2700 Rufus-Rockhead",,"Montréal","QC","H4C 3L8","Montréal","Niveau 2",45.479755,-73.575791,1,"par heure","",7.2
"CEA-13313","8046 | BSR | SO | 2700 Rufus-Rockhead","2700 Rufus-Rockhead Montréal QC H4C 3L8","2700 Rufus-Rockhead",,"Montréal","QC","H4C 3L8","Montréal","Niveau 2",45.479755,-73.575791,1,"par heure","",7.2
"CEA-12922","8047 | BSR | SO | 1828 Darcy-Mcgee","1828 Darcy-Mcgee Montréal QC H4E 3Z1","1828 Darcy-Mcgee",,"Montréal","QC","H4E 3Z1","Montréal","Niveau 2",45.452145,-73.590171,1,"par heure","",7.2
"CEA-13109","8047 | BSR | SO | 1828 Darcy-Mcgee","1828 Darcy-Mcgee Montréal QC H4E 3Z1","1828 Darcy-Mcgee",,"Montréal","QC","H4E 3Z1","Montréal","Niveau 2",45.452145,-73.590171,1,"par heure","",7.2
"CEA-12902","8048 | BSR | SO | 810 Agnès","810 Agnès Montréal QC H4C 2P8","810 Agnès",,"Montréal","QC","H4C 2P8","Montréal","Niveau 2",45.479816,-73.58644,1,"par heure","sur rue",7.2
"CEA-12899","8048 | BSR | SO | 810 Agnès","810 Agnès Montréal QC H4C 2P8","810 Agnès",,"Montréal","QC","H4C 2P8","Montréal","Niveau 2",45.479816,-73.58644,1,"par heure","sur rue",7.2
"CEA-12904","8048 | BSR | SO | 810 Agnès","810 Agnès Montréal QC H4C 2P8","810 Agnès",,"Montréal","QC","H4C 2P8","Montréal","Niveau 2",45.479816,-73.58644,1,"par heure","sur rue",7.2
"CEA-12909","8048 | BSR | SO | 810 Agnès","810 Agnès Montréal QC H4C 2P8","810 Agnès",,"Montréal","QC","H4C 2P8","Montréal","Niveau 2",45.479816,-73.58644,1,"par heure","sur rue",7.2
"CEA-11315A","827 | BSR | SO | 1725 Basin","1725 Basin Montréal QC H3J 1S2","1725 Basin",,"Montréal","QC","H3J 1S2","Montréal","Niveau 2",45.487369,-73.565634,1,"par heure","sur rue",7.2
"CEA-11153A","827 | BSR | SO | 1725 Basin","1725 Basin Montréal QC H3J 1S2","1725 Basin",,"Montréal","QC","H3J 1S2","Montréal","Niveau 2",45.487369,-73.565634,1,"par heure","sur rue",7.2
"CEA-11319","9001 | BSR | RDP-PAT | 13150 Sherbrooke E","13150 Rue Sherbrooke Est Montréal QC H1A 4B1","13150 Rue Sherbrooke Est","","Montréal","QC","H1A 4B1","Montréal","Niveau 2",45.657782,-73.508574,1,"par heure","sur rue",7.2
"CEA-11327","9001 | BSR | RDP-PAT | 13150 Sherbrooke E","13150 Rue Sherbrooke Est Montréal QC H1A 4B1","13150 Rue Sherbrooke Est","","Montréal","QC","H1A 4B1","Montréal","Niveau 2",45.657782,-73.508574,1,"par heure","sur rue",7.2
"CEA-11294","9002 | BSR | RDP-PAT | 3939 St-Jean-Baptiste","3939 St-Jean-Baptiste Montréal QC H1B 5V4","3939 St-Jean-Baptiste",,"Montréal","QC","H1B 5V4","Montréal","Niveau 2",45.646417,-73.523576,1,"par heure","",7.2
"CEA-11246","9002 | BSR | RDP-PAT | 3939 St-Jean-Baptiste","3939 St-Jean-Baptiste Montréal QC H1B 5V4","3939 St-Jean-Baptiste",,"Montréal","QC","H1B 5V4","Montréal","Niveau 2",45.646417,-73.523576,1,"par heure","",7.2
"CEA-12013","9004 | BSR | RDP-PAT | 9098 Robert-Armour","9098 Robert-Armour Montréal QC H1E 7E7","9098 Robert-Armour",,"Montréal","QC","H1E 7E7","Montréal","Niveau 2",45.644233,-73.568159,1,"par heure","sur rue",7.2
"CEA-12015","9004 | BSR | RDP-PAT | 9098 Robert-Armour","9098 Robert-Armour Montréal QC H1E 7E7","9098 Robert-Armour",,"Montréal","QC","H1E 7E7","Montréal","Niveau 2",45.644233,-73.568159,1,"par heure","sur rue",7.2
"CEA-11808","9005 | BSR | RDP-PAT | 14001 Notre-Dame E.","14001 Notre-Dame E. Montréal QC H1A 1T9","14001 Notre-Dame E.",,"Montréal","QC","H1A 1T9","Montréal","Niveau 2",45.668567,-73.49462,1,"par heure","sur rue",7.2
"CEA-12317","9005 | BSR | RDP-PAT | 14001 Notre-Dame E.","14001 Notre-Dame E. Montréal QC H1A 1T9","14001 Notre-Dame E.",,"Montréal","QC","H1A 1T9","Montréal","Niveau 2",45.668567,-73.49462,1,"par heure","sur rue",7.2
"CEA-13006","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","7650 Maurice Duplessis",,"Montréal","QC","H1E 7R8","Montréal","Niveau 2",45.627014,-73.594283,1,"par heure","",7.2
"CEA-12976","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","7650 Maurice Duplessis",,"Montréal","QC","H1E 7R8","Montréal","Niveau 2",45.627014,-73.594283,1,"par heure","",7.2
"CEA-13041","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","7650 Maurice Duplessis",,"Montréal","QC","H1E 7R8","Montréal","Niveau 2",45.627014,-73.594283,1,"par heure","",7.2
"CEA-13058","9006 | BSR | RDP-PAT | 7650 Maurice Duplessis","7650 Maurice Duplessis Montréal QC H1E 7R8","7650 Maurice Duplessis",,"Montréal","QC","H1E 7R8","Montréal","Niveau 2",45.627014,-73.594283,1,"par heure","",7.2
"CEA-12421","9007 | BSR | RDP-PAT | 1281 St-Jean-Baptiste","1281 St-Jean-Baptiste Montréal QC H1B 4A2","1281 St-Jean-Baptiste",,"Montréal","QC","H1B 4A2","Montréal","Niveau 2",45.641926,-73.501726,1,"par heure","",7.2
"CEA-12427","9007 | BSR | RDP-PAT | 1281 St-Jean-Baptiste","1281 St-Jean-Baptiste Montréal QC H1B 4A2","1281 St-Jean-Baptiste",,"Montréal","QC","H1B 4A2","Montréal","Niveau 2",45.641926,-73.501726,1,"par heure","sur rue",7.2
"CEA-13037","9009 | BSR | RDP-PAT | 2065 52e Avenue","2065 52ᵉ Avenue Montréal QC H1A 4L7","2065, 52ᵉ Avenue",,"Montréal","QC","H1A 4L7","Montréal","Niveau 2",45.671906,-73.503933,1,"par heure","",7.2
"CEA-12988","9009 | BSR | RDP-PAT | 2065 52e Avenue","2065 52ᵉ Avenue Montréal QC H1A 4L7","2065, 52ᵉ Avenue",,"Montréal","QC","H1A 4L7","Montréal","Niveau 2",45.671906,-73.503933,1,"par heure","",7.2
"CEA-12931","9010 | BSR | RDP-PAT | 503 St-Jean-Baptiste","503 Bd Saint-Jean-Baptiste Montréal QC H1B 2Y9","503 Bd Saint-Jean-Baptiste",,"Montréal","QC","H1B 2Y9","Montréal","Niveau 2",45.640202,-73.491069,1,"par heure","sur rue",7.2
"CEA-12928","9010 | BSR | RDP-PAT | 503 St-Jean-Baptiste","503 Bd Saint-Jean-Baptiste Montréal QC H1B 2Y9","503 Bd Saint-Jean-Baptiste",,"Montréal","QC","H1B 2Y9","Montréal","Niveau 2",45.640202,-73.491069,1,"par heure","",7.2
